i,j,k,l,value
10,6,1,3,9.9187138860708e7
1,7,1,3,0.0
2,7,1,3,0.0
3,7,1,3,0.0
4,7,1,3,8.402943714551704e7
5,7,1,3,0.0
6,7,1,3,0.0
7,7,1,3,0.0
8,7,1,3,0.0
9,7,1,3,0.0
10,7,1,3,0.0
1,8,1,3,-96046.79662614437
2,8,1,3,0.0
3,8,1,3,0.0
4,8,1,3,0.0
5,8,1,3,8.411343408698961e7
6,8,1,3,-72978.28546128006
7,8,1,3,0.0
8,8,1,3,0.0
9,8,1,3,0.0
10,8,1,3,0.0
1,9,1,3,0.0
2,9,1,3,0.0
3,9,1,3,0.0
4,9,1,3,-1.564830181042006e7
5,9,1,3,0.0
6,9,1,3,0.0
7,9,1,3,0.0
8,9,1,3,0.0
9,9,1,3,0.0
10,9,1,3,0.0
1,10,1,3,9.26300396411197e7
2,10,1,3,0.0
3,10,1,3,0.0
4,10,1,3,0.0
5,10,1,3,-1.5568263018929565e7
6,10,1,3,9.9187138860708e7
7,10,1,3,0.0
8,10,1,3,0.0
9,10,1,3,0.0
10,10,1,3,0.0
1,1,2,3,0.0
2,1,2,3,0.0
3,1,2,3,0.0
4,1,2,3,-9.807873592186116e7
5,1,2,3,0.0
6,1,2,3,0.0
7,1,2,3,0.0
8,1,2,3,0.0
9,1,2,3,0.0
10,1,2,3,0.0
1,2,2,3,0.0
2,2,2,3,0.0
3,2,2,3,8.336387597232503e7
4,2,2,3,0.0
5,2,2,3,0.0
6,2,2,3,0.0
7,2,2,3,0.0
8,2,2,3,7.134321080340998e7
9,2,2,3,0.0
10,2,2,3,1.352449155154956e7
1,3,2,3,0.0
2,3,2,3,8.336387597232503e7
3,3,2,3,0.0
4,3,2,3,0.0
5,3,2,3,0.0
6,3,2,3,0.0
7,3,2,3,-7.134321080340989e7
8,3,2,3,0.0
9,3,2,3,1.3524491551549582e7
10,3,2,3,0.0
1,4,2,3,-9.807873592186116e7
2,4,2,3,0.0
3,4,2,3,0.0
4,4,2,3,0.0
5,4,2,3,-27929.796266576475
6,4,2,3,5.097238657774789e7
7,4,2,3,0.0
8,4,2,3,0.0
9,4,2,3,0.0
10,4,2,3,0.0
1,5,2,3,0.0
2,5,2,3,0.0
3,5,2,3,0.0
4,5,2,3,-27929.796266576475
5,5,2,3,0.0
6,5,2,3,0.0
7,5,2,3,0.0
8,5,2,3,0.0
9,5,2,3,0.0
10,5,2,3,0.0
1,6,2,3,0.0
2,6,2,3,0.0
3,6,2,3,0.0
4,6,2,3,5.097238657774789e7
5,6,2,3,0.0
6,6,2,3,0.0
7,6,2,3,0.0
8,6,2,3,0.0
9,6,2,3,0.0
10,6,2,3,0.0
1,7,2,3,0.0
2,7,2,3,0.0
3,7,2,3,-7.134321080340989e7
4,7,2,3,0.0
5,7,2,3,0.0
6,7,2,3,0.0
7,7,2,3,0.0
8,7,2,3,95034.33566521516
9,7,2,3,0.0
10,7,2,3,1.095887911545552e7
1,8,2,3,0.0
2,8,2,3,7.134321080340998e7
3,8,2,3,0.0
4,8,2,3,0.0
5,8,2,3,0.0
6,8,2,3,0.0
7,8,2,3,95034.33566521516
8,8,2,3,0.0
9,8,2,3,-1.0958879115455575e7
10,8,2,3,0.0
1,9,2,3,0.0
2,9,2,3,0.0
3,9,2,3,1.3524491551549582e7
4,9,2,3,0.0
5,9,2,3,0.0
6,9,2,3,0.0
7,9,2,3,0.0
8,9,2,3,-1.0958879115455575e7
9,9,2,3,0.0
10,9,2,3,6.013799871672204e7
1,10,2,3,0.0
2,10,2,3,1.352449155154956e7
3,10,2,3,0.0
4,10,2,3,0.0
5,10,2,3,0.0
6,10,2,3,0.0
7,10,2,3,1.095887911545552e7
8,10,2,3,0.0
9,10,2,3,6.013799871672204e7
10,10,2,3,0.0
1,1,3,3,1.5417181916897413e8
2,1,3,3,0.0
3,1,3,3,0.0
4,1,3,3,0.0
5,1,3,3,-9.805108543107472e7
6,1,3,3,-1.9387567520556536e7
7,1,3,3,0.0
8,1,3,3,0.0
9,1,3,3,0.0
10,1,3,3,0.0
1,2,3,3,0.0
2,2,3,3,8.336387597232503e7
3,2,3,3,0.0
4,2,3,3,0.0
5,2,3,3,0.0
6,2,3,3,0.0
7,2,3,3,-7.13432108034099e7
8,2,3,3,0.0
9,2,3,3,1.3524491551549582e7
10,2,3,3,0.0
1,3,3,3,0.0
2,3,3,3,0.0
3,3,3,3,2.4992972415284234e8
4,3,3,3,0.0
5,3,3,3,0.0
6,3,3,3,0.0
7,3,3,3,0.0
8,3,3,3,-7.13846558356059e7
9,3,3,3,0.0
10,3,3,3,4.025440502409293e7
1,4,3,3,0.0
2,4,3,3,0.0
3,4,3,3,0.0
4,4,3,3,1.5497390618071884e8
5,4,3,3,0.0
6,4,3,3,0.0
7,4,3,3,0.0
8,4,3,3,0.0
9,4,3,3,0.0
10,4,3,3,0.0
1,5,3,3,-9.805108543107472e7
2,5,3,3,0.0
3,5,3,3,0.0
4,5,3,3,0.0
5,5,3,3,1.5492836865363517e8
6,5,3,3,5.090935206058262e7
7,5,3,3,0.0
8,5,3,3,0.0
9,5,3,3,0.0
10,5,3,3,0.0
1,6,3,3,-1.9387567520556536e7
2,6,3,3,0.0
3,6,3,3,0.0
4,6,3,3,0.0
5,6,3,3,5.090935206058262e7
6,6,3,3,1.0123898063354833e8
7,6,3,3,0.0
8,6,3,3,0.0
9,6,3,3,0.0
10,6,3,3,0.0
1,7,3,3,0.0
2,7,3,3,-7.13432108034099e7
3,7,3,3,0.0
4,7,3,3,0.0
5,7,3,3,0.0
6,7,3,3,0.0
7,7,3,3,1.3955340747423068e8
8,7,3,3,0.0
9,7,3,3,1.0719343026981886e7
10,7,3,3,0.0
1,8,3,3,0.0
2,8,3,3,0.0
3,8,3,3,-7.13846558356059e7
4,8,3,3,0.0
5,8,3,3,0.0
6,8,3,3,0.0
7,8,3,3,0.0
8,8,3,3,1.3939543861644563e8
9,8,3,3,0.0
10,8,3,3,1.0770502759656964e7
1,9,3,3,0.0
2,9,3,3,1.3524491551549582e7
3,9,3,3,0.0
4,9,3,3,0.0
5,9,3,3,0.0
6,9,3,3,0.0
7,9,3,3,1.0719343026981886e7
8,9,3,3,0.0
9,9,3,3,6.013841226951235e7
10,9,3,3,0.0
1,10,3,3,0.0
2,10,3,3,0.0
3,10,3,3,4.025440502409293e7
4,10,3,3,0.0
5,10,3,3,0.0
6,10,3,3,0.0
7,10,3,3,0.0
8,10,3,3,1.0770502759656964e7
9,10,3,3,0.0
10,10,3,3,1.80372935923201e8
1,1,4,3,0.0
2,1,4,3,-9.807873592186114e7
3,1,4,3,0.0
4,1,4,3,0.0
5,1,4,3,0.0
6,1,4,3,0.0
7,1,4,3,8.402943714551707e7
8,1,4,3,0.0
9,1,4,3,-1.564830181042006e7
10,1,4,3,0.0
1,2,4,3,-9.807873592186114e7
2,2,4,3,0.0
3,2,4,3,0.0
4,2,4,3,0.0
5,2,4,3,-27929.79626657421
6,2,4,3,5.0972386577747874e7
7,2,4,3,0.0
8,2,4,3,0.0
9,2,4,3,0.0
10,2,4,3,0.0
1,3,4,3,0.0
2,3,4,3,0.0
3,3,4,3,0.0
4,3,4,3,1.5497390618071884e8
5,3,4,3,0.0
6,3,4,3,0.0
7,3,4,3,0.0
8,3,4,3,0.0
9,3,4,3,0.0
10,3,4,3,0.0
1,4,4,3,0.0
2,4,4,3,0.0
3,4,4,3,1.5497390618071884e8
4,4,4,3,0.0
5,4,4,3,0.0
6,4,4,3,0.0
7,4,4,3,0.0
8,4,4,3,7.562872458107206e7
9,4,4,3,0.0
10,4,4,3,-2.3307792827205256e7
1,5,4,3,0.0
2,5,4,3,-27929.79626657421
3,5,4,3,0.0
4,5,4,3,0.0
5,5,4,3,0.0
6,5,4,3,0.0
7,5,4,3,-7.572508899659714e7
8,5,4,3,0.0
9,5,4,3,173527.7905854388
10,5,4,3,0.0
1,6,4,3,0.0
2,6,4,3,5.0972386577747874e7
3,6,4,3,0.0
4,6,4,3,0.0
5,6,4,3,0.0
6,6,4,3,0.0
7,6,4,3,-6.726325733365278e7
8,6,4,3,0.0
9,6,4,3,-5.2699477759006925e7
10,6,4,3,0.0
1,7,4,3,8.402943714551707e7
2,7,4,3,0.0
3,7,4,3,0.0
4,7,4,3,0.0
5,7,4,3,-7.572508899659714e7
6,7,4,3,-6.726325733365278e7
7,7,4,3,0.0
8,7,4,3,0.0
9,7,4,3,0.0
10,7,4,3,0.0
1,8,4,3,0.0
2,8,4,3,0.0
3,8,4,3,0.0
4,8,4,3,7.562872458107206e7
5,8,4,3,0.0
6,8,4,3,0.0
7,8,4,3,0.0
8,8,4,3,0.0
9,8,4,3,0.0
10,8,4,3,0.0
1,9,4,3,-1.564830181042006e7
2,9,4,3,0.0
3,9,4,3,0.0
4,9,4,3,0.0
5,9,4,3,173527.7905854388
6,9,4,3,-5.2699477759006925e7
7,9,4,3,0.0
8,9,4,3,0.0
9,9,4,3,0.0
10,9,4,3,0.0
1,10,4,3,0.0
2,10,4,3,0.0
3,10,4,3,0.0
4,10,4,3,-2.3307792827205256e7
5,10,4,3,0.0
6,10,4,3,0.0
7,10,4,3,0.0
8,10,4,3,0.0
9,10,4,3,0.0
10,10,4,3,0.0
1,1,5,3,0.0
2,1,5,3,0.0
3,1,5,3,-9.805108543107472e7
4,1,5,3,0.0
5,1,5,3,0.0
6,1,5,3,0.0
7,1,5,3,0.0
8,1,5,3,8.411343408698961e7
9,1,5,3,0.0
10,1,5,3,-1.5568263018929565e7
1,2,5,3,0.0
2,2,5,3,0.0
3,2,5,3,0.0
4,2,5,3,-27929.79626657419
5,2,5,3,0.0
6,2,5,3,0.0
7,2,5,3,0.0
8,2,5,3,0.0
9,2,5,3,0.0
10,2,5,3,0.0
1,3,5,3,-9.805108543107472e7
2,3,5,3,0.0
3,3,5,3,0.0
4,3,5,3,0.0
5,3,5,3,1.5492836865363517e8
6,3,5,3,5.090935206058262e7
7,3,5,3,0.0
8,3,5,3,0.0
9,3,5,3,0.0
10,3,5,3,0.0
1,4,5,3,0.0
2,4,5,3,-27929.79626657419
3,4,5,3,0.0
4,4,5,3,0.0
5,4,5,3,0.0
6,4,5,3,0.0
7,4,5,3,-7.572508899659713e7
8,4,5,3,0.0
9,4,5,3,173527.7905854398
10,4,5,3,0.0
1,5,5,3,0.0
2,5,5,3,0.0
3,5,5,3,1.5492836865363517e8
4,5,5,3,0.0
5,5,5,3,0.0
6,5,5,3,0.0
7,5,5,3,0.0
8,5,5,3,-7.550987626877055e7
9,5,5,3,0.0
10,5,5,3,-2.3240243844813447e7
1,6,5,3,0.0
2,6,5,3,0.0
3,6,5,3,5.090935206058262e7
4,6,5,3,0.0
5,6,5,3,0.0
6,6,5,3,0.0
7,6,5,3,0.0
8,6,5,3,-6.709787052263669e7
9,6,5,3,0.0
10,6,5,3,-5.281595277933939e7
1,7,5,3,0.0
2,7,5,3,0.0
3,7,5,3,0.0
4,7,5,3,-7.572508899659713e7
5,7,5,3,0.0
6,7,5,3,0.0
7,7,5,3,0.0
8,7,5,3,0.0
9,7,5,3,0.0
10,7,5,3,0.0
1,8,5,3,8.411343408698961e7
2,8,5,3,0.0
3,8,5,3,0.0
4,8,5,3,0.0
5,8,5,3,-7.550987626877055e7
6,8,5,3,-6.709787052263669e7
7,8,5,3,0.0
8,8,5,3,0.0
9,8,5,3,0.0
10,8,5,3,0.0
1,9,5,3,0.0
2,9,5,3,0.0
3,9,5,3,0.0
4,9,5,3,173527.7905854398
5,9,5,3,0.0
6,9,5,3,0.0
7,9,5,3,0.0
8,9,5,3,0.0
9,9,5,3,0.0
10,9,5,3,0.0
1,10,5,3,-1.5568263018929565e7
2,10,5,3,0.0
3,10,5,3,0.0
4,10,5,3,0.0
5,10,5,3,-2.3240243844813447e7
6,10,5,3,-5.281595277933939e7
7,10,5,3,0.0
8,10,5,3,0.0
9,10,5,3,0.0
10,10,5,3,0.0
1,1,6,3,0.0
2,1,6,3,0.0
3,1,6,3,-1.938756752055654e7
4,1,6,3,0.0
5,1,6,3,0.0
6,1,6,3,0.0
7,1,6,3,0.0
8,1,6,3,-72978.28546128234
9,1,6,3,0.0
10,1,6,3,9.9187138860708e7
1,2,6,3,0.0
2,2,6,3,0.0
3,2,6,3,0.0
4,2,6,3,5.0972386577747874e7
5,2,6,3,0.0
6,2,6,3,0.0
7,2,6,3,0.0
8,2,6,3,0.0
9,2,6,3,0.0
10,2,6,3,0.0
1,3,6,3,-1.938756752055654e7
2,3,6,3,0.0
3,3,6,3,0.0
4,3,6,3,0.0
5,3,6,3,5.090935206058262e7
6,3,6,3,1.0123898063354832e8
7,3,6,3,0.0
8,3,6,3,0.0
9,3,6,3,0.0
10,3,6,3,0.0
1,4,6,3,0.0
2,4,6,3,5.0972386577747874e7
3,4,6,3,0.0
4,4,6,3,0.0
5,4,6,3,0.0
6,4,6,3,0.0
7,4,6,3,-6.726325733365278e7
8,4,6,3,0.0
9,4,6,3,-5.2699477759006925e7
10,4,6,3,0.0
1,5,6,3,0.0
2,5,6,3,0.0
3,5,6,3,5.090935206058262e7
4,5,6,3,0.0
5,5,6,3,0.0
6,5,6,3,0.0
7,5,6,3,0.0
8,5,6,3,-6.709787052263669e7
9,5,6,3,0.0
10,5,6,3,-5.281595277933939e7
1,6,6,3,0.0
2,6,6,3,0.0
3,6,6,3,1.0123898063354832e8
4,6,6,3,0.0
5,6,6,3,0.0
6,6,6,3,0.0
7,6,6,3,0.0
8,6,6,3,-32700.569366063464
9,6,6,3,0.0
10,6,6,3,1.5035417314001074e7
1,7,6,3,0.0
2,7,6,3,0.0
3,7,6,3,0.0
4,7,6,3,-6.726325733365278e7
5,7,6,3,0.0
6,7,6,3,0.0
7,7,6,3,0.0
8,7,6,3,0.0
9,7,6,3,0.0
10,7,6,3,0.0
1,8,6,3,-72978.28546128234
2,8,6,3,0.0
3,8,6,3,0.0
4,8,6,3,0.0
5,8,6,3,-6.709787052263669e7
6,8,6,3,-32700.569366063464
7,8,6,3,0.0
8,8,6,3,0.0
9,8,6,3,0.0
10,8,6,3,0.0
1,9,6,3,0.0
2,9,6,3,0.0
3,9,6,3,0.0
4,9,6,3,-5.2699477759006925e7
5,9,6,3,0.0
6,9,6,3,0.0
7,9,6,3,0.0
8,9,6,3,0.0
9,9,6,3,0.0
10,9,6,3,0.0
1,10,6,3,9.9187138860708e7
2,10,6,3,0.0
3,10,6,3,0.0
4,10,6,3,0.0
5,10,6,3,-5.281595277933939e7
6,10,6,3,1.5035417314001074e7
7,10,6,3,0.0
8,10,6,3,0.0
9,10,6,3,0.0
10,10,6,3,0.0
1,1,7,3,0.0
2,1,7,3,0.0
3,1,7,3,0.0
4,1,7,3,8.402943714551704e7
5,1,7,3,0.0
6,1,7,3,0.0
7,1,7,3,0.0
8,1,7,3,0.0
9,1,7,3,0.0
10,1,7,3,0.0
1,2,7,3,0.0
2,2,7,3,0.0
3,2,7,3,-7.134321080340989e7
4,2,7,3,0.0
5,2,7,3,0.0
6,2,7,3,0.0
7,2,7,3,0.0
8,2,7,3,95034.33566521417
9,2,7,3,0.0
10,2,7,3,1.0958879115455518e7
1,3,7,3,0.0
2,3,7,3,-7.134321080340989e7
3,3,7,3,0.0
4,3,7,3,0.0
5,3,7,3,0.0
6,3,7,3,0.0
7,3,7,3,1.3955340747423068e8
8,3,7,3,0.0
9,3,7,3,1.0719343026981879e7
10,3,7,3,0.0
1,4,7,3,8.402943714551704e7
2,4,7,3,0.0
3,4,7,3,0.0
4,4,7,3,0.0
5,4,7,3,-7.572508899659713e7
6,4,7,3,-6.726325733365278e7
7,4,7,3,0.0
8,4,7,3,0.0
9,4,7,3,0.0
10,4,7,3,0.0
1,5,7,3,0.0
2,5,7,3,0.0
3,5,7,3,0.0
4,5,7,3,-7.572508899659713e7
5,5,7,3,0.0
6,5,7,3,0.0
7,5,7,3,0.0
8,5,7,3,0.0
9,5,7,3,0.0
10,5,7,3,0.0
1,6,7,3,0.0
2,6,7,3,0.0
3,6,7,3,0.0
4,6,7,3,-6.726325733365278e7
5,6,7,3,0.0
6,6,7,3,0.0
7,6,7,3,0.0
8,6,7,3,0.0
9,6,7,3,0.0
10,6,7,3,0.0
1,7,7,3,0.0
2,7,7,3,0.0
3,7,7,3,1.3955340747423068e8
4,7,7,3,0.0
5,7,7,3,0.0
6,7,7,3,0.0
7,7,7,3,0.0
8,7,7,3,-102641.84187353226
9,7,7,3,0.0
10,7,7,3,-5.3668830590608016e7
1,8,7,3,0.0
2,8,7,3,95034.33566521417
3,8,7,3,0.0
4,8,7,3,0.0
5,8,7,3,0.0
6,8,7,3,0.0
7,8,7,3,-102641.84187353226
8,8,7,3,0.0
9,8,7,3,38356.94174769175
10,8,7,3,0.0
1,9,7,3,0.0
2,9,7,3,0.0
3,9,7,3,1.0719343026981879e7
4,9,7,3,0.0
5,9,7,3,0.0
6,9,7,3,0.0
7,9,7,3,0.0
8,9,7,3,38356.94174769175
9,9,7,3,0.0
10,9,7,3,-4.292403395798675e7
1,10,7,3,0.0
2,10,7,3,1.0958879115455518e7
3,10,7,3,0.0
4,10,7,3,0.0
5,10,7,3,0.0
6,10,7,3,0.0
7,10,7,3,-5.3668830590608016e7
8,10,7,3,0.0
9,10,7,3,-4.292403395798675e7
10,10,7,3,0.0
1,1,8,3,-96046.79662614212
2,1,8,3,0.0
3,1,8,3,0.0
4,1,8,3,0.0
5,1,8,3,8.411343408698961e7
6,1,8,3,-72978.28546128463
7,1,8,3,0.0
8,1,8,3,0.0
9,1,8,3,0.0
10,1,8,3,0.0
1,2,8,3,0.0
2,2,8,3,7.134321080340996e7
3,2,8,3,0.0
4,2,8,3,0.0
5,2,8,3,0.0
6,2,8,3,0.0
7,2,8,3,95034.33566521588
8,2,8,3,0.0
9,2,8,3,-1.0958879115455573e7
10,2,8,3,0.0
1,3,8,3,0.0
2,3,8,3,0.0
3,3,8,3,-7.138465583560589e7
4,3,8,3,0.0
5,3,8,3,0.0
6,3,8,3,0.0
7,3,8,3,0.0
8,3,8,3,1.3939543861644563e8
9,3,8,3,0.0
10,3,8,3,1.077050275965696e7
1,4,8,3,0.0
2,4,8,3,0.0
3,4,8,3,0.0
4,4,8,3,7.562872458107206e7
5,4,8,3,0.0
6,4,8,3,0.0
7,4,8,3,0.0
8,4,8,3,0.0
9,4,8,3,0.0
10,4,8,3,0.0
1,5,8,3,8.411343408698961e7
2,5,8,3,0.0
3,5,8,3,0.0
4,5,8,3,0.0
5,5,8,3,-7.550987626877053e7
6,5,8,3,-6.70978705226367e7
7,5,8,3,0.0
8,5,8,3,0.0
9,5,8,3,0.0
10,5,8,3,0.0
1,6,8,3,-72978.28546128463
2,6,8,3,0.0
3,6,8,3,0.0
4,6,8,3,0.0
5,6,8,3,-6.70978705226367e7
6,6,8,3,-32700.56936606461
7,6,8,3,0.0
8,6,8,3,0.0
9,6,8,3,0.0
10,6,8,3,0.0
1,7,8,3,0.0
2,7,8,3,95034.33566521588
3,7,8,3,0.0
4,7,8,3,0.0
5,7,8,3,0.0
6,7,8,3,0.0
7,7,8,3,-102641.84187352796
8,7,8,3,0.0
9,7,8,3,38356.94174769317
10,7,8,3,0.0
1,8,8,3,0.0
2,8,8,3,0.0
3,8,8,3,1.3939543861644563e8
4,8,8,3,0.0
5,8,8,3,0.0
6,8,8,3,0.0
7,8,8,3,0.0
8,8,8,3,247879.28749274567
9,8,8,3,0.0
10,8,8,3,-5.323864279977518e7
1,9,8,3,0.0
2,9,8,3,-1.0958879115455573e7
3,9,8,3,0.0
4,9,8,3,0.0
5,9,8,3,0.0
6,9,8,3,0.0
7,9,8,3,38356.94174769317
8,9,8,3,0.0
9,9,8,3,4.3021125003542185e7
10,9,8,3,0.0
1,10,8,3,0.0
2,10,8,3,0.0
3,10,8,3,1.077050275965696e7
4,10,8,3,0.0
5,10,8,3,0.0
6,10,8,3,0.0
7,10,8,3,0.0
8,10,8,3,-5.323864279977518e7
9,10,8,3,0.0
10,10,8,3,-4.314520032570192e7
1,1,9,3,0.0
2,1,9,3,0.0
3,1,9,3,0.0
4,1,9,3,-1.5648301810420064e7
5,1,9,3,0.0
6,1,9,3,0.0
7,1,9,3,0.0
8,1,9,3,0.0
9,1,9,3,0.0
10,1,9,3,0.0
1,2,9,3,0.0
2,2,9,3,0.0
3,2,9,3,1.3524491551549582e7
4,2,9,3,0.0
5,2,9,3,0.0
6,2,9,3,0.0
7,2,9,3,0.0
8,2,9,3,-1.0958879115455575e7
9,2,9,3,0.0
10,2,9,3,6.013799871672203e7
1,3,9,3,0.0
2,3,9,3,1.3524491551549582e7
3,3,9,3,0.0
4,3,9,3,0.0
5,3,9,3,0.0
6,3,9,3,0.0
7,3,9,3,1.0719343026981886e7
8,3,9,3,0.0
9,3,9,3,6.013841226951234e7
10,3,9,3,0.0
1,4,9,3,-1.5648301810420064e7
2,4,9,3,0.0
3,4,9,3,0.0
4,4,9,3,0.0
5,4,9,3,173527.7905854374
6,4,9,3,-5.269947775900693e7
7,4,9,3,0.0
8,4,9,3,0.0
9,4,9,3,0.0
10,4,9,3,0.0
1,5,9,3,0.0
2,5,9,3,0.0
3,5,9,3,0.0
4,5,9,3,173527.7905854374
5,5,9,3,0.0
6,5,9,3,0.0
7,5,9,3,0.0
8,5,9,3,0.0
9,5,9,3,0.0
10,5,9,3,0.0
1,6,9,3,0.0
2,6,9,3,0.0
3,6,9,3,0.0
4,6,9,3,-5.269947775900693e7
5,6,9,3,0.0
6,6,9,3,0.0
7,6,9,3,0.0
8,6,9,3,0.0
9,6,9,3,0.0
10,6,9,3,0.0
1,7,9,3,0.0
2,7,9,3,0.0
3,7,9,3,1.0719343026981886e7
4,7,9,3,0.0
5,7,9,3,0.0
6,7,9,3,0.0
7,7,9,3,0.0
8,7,9,3,38356.94174769205
9,7,9,3,0.0
10,7,9,3,-4.292403395798675e7
1,8,9,3,0.0
2,8,9,3,-1.0958879115455575e7
3,8,9,3,0.0
4,8,9,3,0.0
5,8,9,3,0.0
6,8,9,3,0.0
7,8,9,3,38356.94174769205
8,8,9,3,0.0
9,8,9,3,4.30211250035422e7
10,8,9,3,0.0
1,9,9,3,0.0
2,9,9,3,0.0
3,9,9,3,6.013841226951234e7
4,9,9,3,0.0
5,9,9,3,0.0
6,9,9,3,0.0
7,9,9,3,0.0
8,9,9,3,4.30211250035422e7
9,9,9,3,0.0
10,9,9,3,3.2940381649623767e7
1,10,9,3,0.0
2,10,9,3,6.013799871672203e7
3,10,9,3,0.0
4,10,9,3,0.0
5,10,9,3,0.0
6,10,9,3,0.0
7,10,9,3,-4.292403395798675e7
8,10,9,3,0.0
9,10,9,3,3.2940381649623767e7
10,10,9,3,0.0
1,1,10,3,9.26300396411197e7
2,1,10,3,0.0
3,1,10,3,0.0
4,1,10,3,0.0
5,1,10,3,-1.5568263018929573e7
6,1,10,3,9.918713886070803e7
7,1,10,3,0.0
8,1,10,3,0.0
9,1,10,3,0.0
10,1,10,3,0.0
1,2,10,3,0.0
2,2,10,3,1.352449155154956e7
3,2,10,3,0.0
4,2,10,3,0.0
5,2,10,3,0.0
6,2,10,3,0.0
7,2,10,3,1.095887911545552e7
8,2,10,3,0.0
9,2,10,3,6.013799871672204e7
10,2,10,3,0.0
1,3,10,3,0.0
2,3,10,3,0.0
3,3,10,3,4.025440502409295e7
4,3,10,3,0.0
5,3,10,3,0.0
6,3,10,3,0.0
7,3,10,3,0.0
8,3,10,3,1.0770502759656962e7
9,3,10,3,0.0
10,3,10,3,1.80372935923201e8
1,4,10,3,0.0
2,4,10,3,0.0
3,4,10,3,0.0
4,4,10,3,-2.3307792827205256e7
5,4,10,3,0.0
6,4,10,3,0.0
7,4,10,3,0.0
8,4,10,3,0.0
9,4,10,3,0.0
10,4,10,3,0.0
1,5,10,3,-1.5568263018929573e7
2,5,10,3,0.0
3,5,10,3,0.0
4,5,10,3,0.0
5,5,10,3,-2.3240243844813455e7
6,5,10,3,-5.2815952779339395e7
7,5,10,3,0.0
8,5,10,3,0.0
9,5,10,3,0.0
10,5,10,3,0.0
1,6,10,3,9.918713886070803e7
2,6,10,3,0.0
3,6,10,3,0.0
4,6,10,3,0.0
5,6,10,3,-5.2815952779339395e7
6,6,10,3,1.5035417314001074e7
7,6,10,3,0.0
8,6,10,3,0.0
9,6,10,3,0.0
10,6,10,3,0.0
1,7,10,3,0.0
2,7,10,3,1.095887911545552e7
3,7,10,3,0.0
4,7,10,3,0.0
5,7,10,3,0.0
6,7,10,3,0.0
7,7,10,3,-5.3668830590608016e7
8,7,10,3,0.0
9,7,10,3,-4.292403395798675e7
10,7,10,3,0.0
1,8,10,3,0.0
2,8,10,3,0.0
3,8,10,3,1.0770502759656962e7
4,8,10,3,0.0
5,8,10,3,0.0
6,8,10,3,0.0
7,8,10,3,0.0
8,8,10,3,-5.323864279977518e7
9,8,10,3,0.0
10,8,10,3,-4.314520032570194e7
1,9,10,3,0.0
2,9,10,3,6.013799871672204e7
3,9,10,3,0.0
4,9,10,3,0.0
5,9,10,3,0.0
6,9,10,3,0.0
7,9,10,3,-4.292403395798675e7
8,9,10,3,0.0
9,9,10,3,3.294038164962376e7
10,9,10,3,0.0
1,10,10,3,0.0
2,10,10,3,0.0
3,10,10,3,1.80372935923201e8
4,10,10,3,0.0
5,10,10,3,0.0
6,10,10,3,0.0
7,10,10,3,0.0
8,10,10,3,-4.314520032570194e7
9,10,10,3,0.0
10,10,10,3,9.823201401355621e7
1,1,1,4,0.0
2,1,1,4,0.0
3,1,1,4,0.0
4,1,1,4,1.1539218730967374e8
5,1,1,4,0.0
6,1,1,4,0.0
7,1,1,4,0.0
8,1,1,4,0.0
9,1,1,4,0.0
10,1,1,4,0.0
1,2,1,4,0.0
2,2,1,4,0.0
3,2,1,4,-9.807873592186114e7
4,2,1,4,0.0
5,2,1,4,0.0
6,2,1,4,0.0
7,2,1,4,0.0
8,2,1,4,-8.40473964306853e7
9,2,1,4,0.0
10,2,1,4,-1.5648332987770814e7
1,3,1,4,0.0
2,3,1,4,-9.807873592186114e7
3,3,1,4,0.0
4,3,1,4,0.0
5,3,1,4,0.0
6,3,1,4,0.0
7,3,1,4,8.402943714551704e7
8,3,1,4,0.0
9,3,1,4,-1.5648301810420057e7
10,3,1,4,0.0
1,4,1,4,1.1539218730967374e8
2,4,1,4,0.0
3,4,1,4,0.0
4,4,1,4,0.0
5,4,1,4,42818.763270745076
6,4,1,4,-6.0247053654715076e7
7,4,1,4,0.0
8,4,1,4,0.0
9,4,1,4,0.0
10,4,1,4,0.0
1,5,1,4,0.0
2,5,1,4,0.0
3,5,1,4,0.0
4,5,1,4,42818.763270745076
5,5,1,4,0.0
6,5,1,4,0.0
7,5,1,4,0.0
8,5,1,4,0.0
9,5,1,4,0.0
10,5,1,4,0.0
1,6,1,4,0.0
2,6,1,4,0.0
3,6,1,4,0.0
4,6,1,4,-6.0247053654715076e7
5,6,1,4,0.0
6,6,1,4,0.0
7,6,1,4,0.0
8,6,1,4,0.0
9,6,1,4,0.0
10,6,1,4,0.0
1,7,1,4,0.0
2,7,1,4,0.0
3,7,1,4,8.402943714551704e7
4,7,1,4,0.0
5,7,1,4,0.0
6,7,1,4,0.0
7,7,1,4,0.0
8,7,1,4,-116515.9943815221
9,7,1,4,0.0
10,7,1,4,-1.3102921058946788e7
1,8,1,4,0.0
2,8,1,4,-8.40473964306853e7
3,8,1,4,0.0
4,8,1,4,0.0
5,8,1,4,0.0
6,8,1,4,0.0
7,8,1,4,-116515.9943815221
8,8,1,4,0.0
9,8,1,4,1.3114289318915458e7
10,8,1,4,0.0
1,9,1,4,0.0
2,9,1,4,0.0
3,9,1,4,-1.5648301810420057e7
4,9,1,4,0.0
5,9,1,4,0.0
6,9,1,4,0.0
