i,j,k,l,value
1,9,2,7,0.0
2,9,2,7,-1.0770502759656992e7
3,9,2,7,0.0
4,9,2,7,0.0
5,9,2,7,0.0
6,9,2,7,0.0
7,9,2,7,-5.3238642799776666e7
8,9,2,7,0.0
9,9,2,7,4.3145200325702205e7
10,9,2,7,0.0
1,10,2,7,0.0
2,10,2,7,0.0
3,10,2,7,1.0958879115455518e7
4,10,2,7,0.0
5,10,2,7,0.0
6,10,2,7,0.0
7,10,2,7,0.0
8,10,2,7,38356.94174764562
9,10,2,7,0.0
10,10,2,7,-4.302112500354262e7
1,1,3,7,0.0
2,1,3,7,0.0
3,1,3,7,0.0
4,1,3,7,8.402943714551704e7
5,1,3,7,0.0
6,1,3,7,0.0
7,1,3,7,0.0
8,1,3,7,0.0
9,1,3,7,0.0
10,1,3,7,0.0
1,2,3,7,0.0
2,2,3,7,0.0
3,2,3,7,-7.134321080340989e7
4,2,3,7,0.0
5,2,3,7,0.0
6,2,3,7,0.0
7,2,3,7,0.0
8,2,3,7,95034.33566521472
9,2,3,7,0.0
10,2,3,7,1.0958879115455518e7
1,3,3,7,0.0
2,3,3,7,-7.134321080340989e7
3,3,3,7,0.0
4,3,3,7,0.0
5,3,3,7,0.0
6,3,3,7,0.0
7,3,3,7,1.3955340747423068e8
8,3,3,7,0.0
9,3,3,7,1.071934302698188e7
10,3,3,7,0.0
1,4,3,7,8.402943714551704e7
2,4,3,7,0.0
3,4,3,7,0.0
4,4,3,7,0.0
5,4,3,7,-7.572508899659713e7
6,4,3,7,-6.726325733365278e7
7,4,3,7,0.0
8,4,3,7,0.0
9,4,3,7,0.0
10,4,3,7,0.0
1,5,3,7,0.0
2,5,3,7,0.0
3,5,3,7,0.0
4,5,3,7,-7.572508899659713e7
5,5,3,7,0.0
6,5,3,7,0.0
7,5,3,7,0.0
8,5,3,7,0.0
9,5,3,7,0.0
10,5,3,7,0.0
1,6,3,7,0.0
2,6,3,7,0.0
3,6,3,7,0.0
4,6,3,7,-6.726325733365278e7
5,6,3,7,0.0
6,6,3,7,0.0
7,6,3,7,0.0
8,6,3,7,0.0
9,6,3,7,0.0
10,6,3,7,0.0
1,7,3,7,0.0
2,7,3,7,0.0
3,7,3,7,1.3955340747423068e8
4,7,3,7,0.0
5,7,3,7,0.0
6,7,3,7,0.0
7,7,3,7,0.0
8,7,3,7,-102641.8418735311
9,7,3,7,0.0
10,7,3,7,-5.3668830590608016e7
1,8,3,7,0.0
2,8,3,7,95034.33566521472
3,8,3,7,0.0
4,8,3,7,0.0
5,8,3,7,0.0
6,8,3,7,0.0
7,8,3,7,-102641.8418735311
8,8,3,7,0.0
9,8,3,7,38356.941747691184
10,8,3,7,0.0
1,9,3,7,0.0
2,9,3,7,0.0
3,9,3,7,1.071934302698188e7
4,9,3,7,0.0
5,9,3,7,0.0
6,9,3,7,0.0
7,9,3,7,0.0
8,9,3,7,38356.941747691184
9,9,3,7,0.0
10,9,3,7,-4.292403395798675e7
1,10,3,7,0.0
2,10,3,7,1.0958879115455518e7
3,10,3,7,0.0
4,10,3,7,0.0
5,10,3,7,0.0
6,10,3,7,0.0
7,10,3,7,-5.3668830590608016e7
8,10,3,7,0.0
9,10,3,7,-4.292403395798675e7
10,10,3,7,0.0
1,1,4,7,0.0
2,1,4,7,0.0
3,1,4,7,8.402943714551707e7
4,1,4,7,0.0
5,1,4,7,0.0
6,1,4,7,0.0
7,1,4,7,0.0
8,1,4,7,-116515.99438152273
9,1,4,7,0.0
10,1,4,7,-1.310292105894679e7
1,2,4,7,0.0
2,2,4,7,0.0
3,2,4,7,0.0
4,2,4,7,-7.56087673297789e7
5,2,4,7,0.0
6,2,4,7,0.0
7,2,4,7,0.0
8,2,4,7,0.0
9,2,4,7,0.0
10,2,4,7,0.0
1,3,4,7,8.402943714551707e7
2,3,4,7,0.0
3,3,4,7,0.0
4,3,4,7,0.0
5,3,4,7,-7.572508899659713e7
6,3,4,7,-6.726325733365278e7
7,3,4,7,0.0
8,3,4,7,0.0
9,3,4,7,0.0
10,3,4,7,0.0
1,4,4,7,0.0
2,4,4,7,-7.56087673297789e7
3,4,4,7,0.0
4,4,4,7,0.0
5,4,4,7,0.0
6,4,4,7,0.0
7,4,4,7,1.6152410950768375e8
8,4,4,7,0.0
9,4,4,7,2.8735943320677415e7
10,4,4,7,0.0
1,5,4,7,0.0
2,5,4,7,0.0
3,5,4,7,-7.572508899659713e7
4,5,4,7,0.0
5,5,4,7,0.0
6,5,4,7,0.0
7,5,4,7,0.0
8,5,4,7,-12351.683823425663
9,5,4,7,0.0
10,5,4,7,2.8945203921227258e7
1,6,4,7,0.0
2,6,4,7,0.0
3,6,4,7,-6.726325733365278e7
4,6,4,7,0.0
5,6,4,7,0.0
6,6,4,7,0.0
7,6,4,7,0.0
8,6,4,7,32687.153352036607
9,6,4,7,0.0
10,6,4,7,5.390976883743114e7
1,7,4,7,0.0
2,7,4,7,0.0
3,7,4,7,0.0
4,7,4,7,1.6152410950768375e8
5,7,4,7,0.0
6,7,4,7,0.0
7,7,4,7,0.0
8,7,4,7,0.0
9,7,4,7,0.0
10,7,4,7,0.0
1,8,4,7,-116515.99438152273
2,8,4,7,0.0
3,8,4,7,0.0
4,8,4,7,0.0
5,8,4,7,-12351.683823425663
6,8,4,7,32687.153352036607
7,8,4,7,0.0
8,8,4,7,0.0
9,8,4,7,0.0
10,8,4,7,0.0
1,9,4,7,0.0
2,9,4,7,0.0
3,9,4,7,0.0
4,9,4,7,2.8735943320677415e7
5,9,4,7,0.0
6,9,4,7,0.0
7,9,4,7,0.0
8,9,4,7,0.0
9,9,4,7,0.0
10,9,4,7,0.0
1,10,4,7,-1.310292105894679e7
2,10,4,7,0.0
3,10,4,7,0.0
4,10,4,7,0.0
5,10,4,7,2.8945203921227258e7
6,10,4,7,5.390976883743114e7
7,10,4,7,0.0
8,10,4,7,0.0
9,10,4,7,0.0
10,10,4,7,0.0
1,1,5,7,0.0
2,1,5,7,8.413133436513954e7
3,1,5,7,0.0
4,1,5,7,0.0
5,1,5,7,0.0
6,1,5,7,0.0
7,1,5,7,-42421.910907978054
8,1,5,7,0.0
9,1,5,7,-1.28636817844175e7
10,1,5,7,0.0
1,2,5,7,8.413133436513954e7
2,2,5,7,0.0
3,2,5,7,0.0
4,2,5,7,0.0
5,2,5,7,7.570018121473472e7
6,2,5,7,-6.69883225907948e7
7,2,5,7,0.0
8,2,5,7,0.0
9,2,5,7,0.0
10,2,5,7,0.0
1,3,5,7,0.0
2,3,5,7,0.0
3,3,5,7,0.0
4,3,5,7,-7.572508899659713e7
5,3,5,7,0.0
6,3,5,7,0.0
7,3,5,7,0.0
8,3,5,7,0.0
9,3,5,7,0.0
10,3,5,7,0.0
1,4,5,7,0.0
2,4,5,7,0.0
3,4,5,7,-7.572508899659713e7
4,4,5,7,0.0
5,4,5,7,0.0
6,4,5,7,0.0
7,4,5,7,0.0
8,4,5,7,-12351.683823427371
9,4,5,7,0.0
10,4,5,7,2.8945203921227258e7
1,5,5,7,0.0
2,5,5,7,7.570018121473472e7
3,5,5,7,0.0
4,5,5,7,0.0
5,5,5,7,0.0
6,5,5,7,0.0
7,5,5,7,1.6150249084910163e8
8,5,5,7,0.0
9,5,5,7,-2.8978666278037053e7
10,5,5,7,0.0
1,6,5,7,0.0
2,6,5,7,-6.69883225907948e7
3,6,5,7,0.0
4,6,5,7,0.0
5,6,5,7,0.0
6,6,5,7,0.0
7,6,5,7,337871.7487133261
8,6,5,7,0.0
9,6,5,7,5.370967389691059e7
10,6,5,7,0.0
1,7,5,7,-42421.910907978054
2,7,5,7,0.0
3,7,5,7,0.0
4,7,5,7,0.0
5,7,5,7,1.6150249084910163e8
6,7,5,7,337871.7487133261
7,7,5,7,0.0
8,7,5,7,0.0
9,7,5,7,0.0
10,7,5,7,0.0
1,8,5,7,0.0
2,8,5,7,0.0
3,8,5,7,0.0
4,8,5,7,-12351.683823427371
5,8,5,7,0.0
6,8,5,7,0.0
7,8,5,7,0.0
8,8,5,7,0.0
9,8,5,7,0.0
10,8,5,7,0.0
1,9,5,7,-1.28636817844175e7
2,9,5,7,0.0
3,9,5,7,0.0
4,9,5,7,0.0
5,9,5,7,-2.8978666278037053e7
6,9,5,7,5.370967389691059e7
7,9,5,7,0.0
8,9,5,7,0.0
9,9,5,7,0.0
10,9,5,7,0.0
1,10,5,7,0.0
2,10,5,7,0.0
3,10,5,7,0.0
4,10,5,7,2.8945203921227258e7
5,10,5,7,0.0
6,10,5,7,0.0
7,10,5,7,0.0
8,10,5,7,0.0
9,10,5,7,0.0
10,10,5,7,0.0
1,1,6,7,0.0
2,1,6,7,202705.9429545582
3,1,6,7,0.0
4,1,6,7,0.0
5,1,6,7,0.0
6,1,6,7,0.0
7,1,6,7,-7.315289465269896e7
8,1,6,7,0.0
9,1,6,7,149904.22628601277
10,1,6,7,0.0
1,2,6,7,202705.9429545582
2,2,6,7,0.0
3,2,6,7,0.0
4,2,6,7,0.0
5,2,6,7,-6.69883225907948e7
6,2,6,7,-170155.7741290645
7,2,6,7,0.0
8,2,6,7,0.0
9,2,6,7,0.0
10,2,6,7,0.0
1,3,6,7,0.0
2,3,6,7,0.0
3,3,6,7,0.0
4,3,6,7,-6.726325733365278e7
5,3,6,7,0.0
6,3,6,7,0.0
7,3,6,7,0.0
8,3,6,7,0.0
9,3,6,7,0.0
10,3,6,7,0.0
1,4,6,7,0.0
2,4,6,7,0.0
3,4,6,7,-6.726325733365278e7
4,4,6,7,0.0
5,4,6,7,0.0
6,4,6,7,0.0
7,4,6,7,0.0
8,4,6,7,32687.15335203718
9,4,6,7,0.0
10,4,6,7,5.390976883743114e7
1,5,6,7,0.0
2,5,6,7,-6.69883225907948e7
3,5,6,7,0.0
4,5,6,7,0.0
5,5,6,7,0.0
6,5,6,7,0.0
7,5,6,7,337871.7487133259
8,5,6,7,0.0
9,5,6,7,5.3709673896910585e7
10,5,6,7,0.0
1,6,6,7,0.0
2,6,6,7,-170155.7741290645
3,6,6,7,0.0
4,6,6,7,0.0
5,6,6,7,0.0
6,6,6,7,0.0
7,6,6,7,1.0067566008588791e8
8,6,6,7,0.0
9,6,6,7,208020.93127608317
10,6,6,7,0.0
1,7,6,7,-7.315289465269896e7
2,7,6,7,0.0
3,7,6,7,0.0
4,7,6,7,0.0
5,7,6,7,337871.7487133259
6,7,6,7,1.0067566008588791e8
7,7,6,7,0.0
8,7,6,7,0.0
9,7,6,7,0.0
10,7,6,7,0.0
1,8,6,7,0.0
2,8,6,7,0.0
3,8,6,7,0.0
4,8,6,7,32687.15335203718
5,8,6,7,0.0
6,8,6,7,0.0
7,8,6,7,0.0
8,8,6,7,0.0
9,8,6,7,0.0
10,8,6,7,0.0
1,9,6,7,149904.22628601277
2,9,6,7,0.0
3,9,6,7,0.0
4,9,6,7,0.0
5,9,6,7,5.3709673896910585e7
6,9,6,7,208020.93127608317
7,9,6,7,0.0
8,9,6,7,0.0
9,9,6,7,0.0
10,9,6,7,0.0
1,10,6,7,0.0
2,10,6,7,0.0
3,10,6,7,0.0
4,10,6,7,5.390976883743114e7
5,10,6,7,0.0
6,10,6,7,0.0
7,10,6,7,0.0
8,10,6,7,0.0
9,10,6,7,0.0
10,10,6,7,0.0
1,1,7,7,9.122942948592094e7
2,1,7,7,0.0
3,1,7,7,0.0
4,1,7,7,0.0
5,1,7,7,-42421.910907975805
6,1,7,7,-7.315289465269896e7
7,1,7,7,0.0
8,1,7,7,0.0
9,1,7,7,0.0
10,1,7,7,0.0
1,2,7,7,0.0
2,2,7,7,1.393954386164452e8
3,2,7,7,0.0
4,2,7,7,0.0
5,2,7,7,0.0
6,2,7,7,0.0
7,2,7,7,-247879.28749357245
8,2,7,7,0.0
9,2,7,7,-5.323864279977665e7
10,2,7,7,0.0
1,3,7,7,0.0
2,3,7,7,0.0
3,3,7,7,1.3955340747423068e8
4,3,7,7,0.0
5,3,7,7,0.0
6,3,7,7,0.0
7,3,7,7,0.0
8,3,7,7,-102641.84187352848
9,3,7,7,0.0
10,3,7,7,-5.3668830590608e7
1,4,7,7,0.0
2,4,7,7,0.0
3,4,7,7,0.0
4,4,7,7,1.6152410950768375e8
5,4,7,7,0.0
6,4,7,7,0.0
7,4,7,7,0.0
8,4,7,7,0.0
9,4,7,7,0.0
10,4,7,7,0.0
1,5,7,7,-42421.910907975805
2,5,7,7,0.0
3,5,7,7,0.0
4,5,7,7,0.0
5,5,7,7,1.6150249084910163e8
6,5,7,7,337871.7487133265
7,5,7,7,0.0
8,5,7,7,0.0
9,5,7,7,0.0
10,5,7,7,0.0
1,6,7,7,-7.315289465269896e7
2,6,7,7,0.0
3,6,7,7,0.0
4,6,7,7,0.0
5,6,7,7,337871.7487133265
6,6,7,7,1.0067566008588791e8
7,6,7,7,0.0
8,6,7,7,0.0
9,6,7,7,0.0
10,6,7,7,0.0
1,7,7,7,0.0
2,7,7,7,-247879.28749357245
3,7,7,7,0.0
4,7,7,7,0.0
5,7,7,7,0.0
6,7,7,7,0.0
7,7,7,7,2.5396356565175408e8
8,7,7,7,0.0
9,7,7,7,113264.73396412178
10,7,7,7,0.0
1,8,7,7,0.0
2,8,7,7,0.0
3,8,7,7,-102641.84187352848
4,8,7,7,0.0
5,8,7,7,0.0
6,8,7,7,0.0
7,8,7,7,0.0
8,8,7,7,8.466325712984237e7
9,8,7,7,0.0
10,8,7,7,142394.33459859263
1,9,7,7,0.0
2,9,7,7,-5.323864279977665e7
3,9,7,7,0.0
4,9,7,7,0.0
5,9,7,7,0.0
6,9,7,7,0.0
7,9,7,7,113264.73396412178
8,9,7,7,0.0
9,9,7,7,8.734646532927476e7
10,9,7,7,0.0
1,10,7,7,0.0
2,10,7,7,0.0
3,10,7,7,-5.3668830590608e7
4,10,7,7,0.0
5,10,7,7,0.0
6,10,7,7,0.0
7,10,7,7,0.0
8,10,7,7,142394.33459859263
9,10,7,7,0.0
10,10,7,7,8.773518313623573e7
1,1,8,7,0.0
2,1,8,7,0.0
3,1,8,7,0.0
4,1,8,7,-116515.9943815216
5,1,8,7,0.0
6,1,8,7,0.0
7,1,8,7,0.0
8,1,8,7,0.0
9,1,8,7,0.0
10,1,8,7,0.0
1,2,8,7,0.0
2,2,8,7,0.0
3,2,8,7,95034.33566521588
4,2,8,7,0.0
5,2,8,7,0.0
6,2,8,7,0.0
7,2,8,7,0.0
8,2,8,7,102641.84187318393
9,2,8,7,0.0
10,2,8,7,38356.94174764565
1,3,8,7,0.0
2,3,8,7,95034.33566521588
3,3,8,7,0.0
4,3,8,7,0.0
5,3,8,7,0.0
6,3,8,7,0.0
7,3,8,7,-102641.84187353222
8,3,8,7,0.0
9,3,8,7,38356.94174769348
10,3,8,7,0.0
1,4,8,7,-116515.9943815216
2,4,8,7,0.0
3,4,8,7,0.0
4,4,8,7,0.0
5,4,8,7,-12351.683823427427
6,4,8,7,32687.153352037752
7,4,8,7,0.0
8,4,8,7,0.0
9,4,8,7,0.0
10,4,8,7,0.0
1,5,8,7,0.0
2,5,8,7,0.0
3,5,8,7,0.0
4,5,8,7,-12351.683823427427
5,5,8,7,0.0
6,5,8,7,0.0
7,5,8,7,0.0
8,5,8,7,0.0
9,5,8,7,0.0
10,5,8,7,0.0
1,6,8,7,0.0
2,6,8,7,0.0
3,6,8,7,0.0
4,6,8,7,32687.153352037752
5,6,8,7,0.0
6,6,8,7,0.0
7,6,8,7,0.0
8,6,8,7,0.0
9,6,8,7,0.0
10,6,8,7,0.0
1,7,8,7,0.0
2,7,8,7,0.0
3,7,8,7,-102641.84187353222
4,7,8,7,0.0
5,7,8,7,0.0
6,7,8,7,0.0
7,7,8,7,0.0
8,7,8,7,8.466325712984237e7
9,7,8,7,0.0
10,7,8,7,142394.33459859394
1,8,8,7,0.0
2,8,8,7,102641.84187318393
3,8,8,7,0.0
4,8,8,7,0.0
5,8,8,7,0.0
6,8,8,7,0.0
7,8,8,7,8.466325712984237e7
8,8,8,7,0.0
9,8,8,7,-142394.33459822348
10,8,8,7,0.0
1,9,8,7,0.0
2,9,8,7,0.0
3,9,8,7,38356.94174769348
4,9,8,7,0.0
5,9,8,7,0.0
6,9,8,7,0.0
7,9,8,7,0.0
8,9,8,7,-142394.33459822348
9,9,8,7,0.0
10,9,8,7,48872.59294020133
1,10,8,7,0.0
2,10,8,7,38356.94174764565
3,10,8,7,0.0
4,10,8,7,0.0
5,10,8,7,0.0
6,10,8,7,0.0
7,10,8,7,142394.33459859394
8,10,8,7,0.0
9,10,8,7,48872.59294020133
10,10,8,7,0.0
1,1,9,7,74951.42401090739
2,1,9,7,0.0
3,1,9,7,0.0
4,1,9,7,0.0
5,1,9,7,-1.2863681784417504e7
6,1,9,7,149904.22628601274
7,1,9,7,0.0
8,1,9,7,0.0
9,1,9,7,0.0
10,1,9,7,0.0
1,2,9,7,0.0
2,2,9,7,-1.0770502759656994e7
3,2,9,7,0.0
4,2,9,7,0.0
5,2,9,7,0.0
6,2,9,7,0.0
7,2,9,7,-5.3238642799776666e7
8,2,9,7,0.0
9,2,9,7,4.3145200325702205e7
10,2,9,7,0.0
1,3,9,7,0.0
2,3,9,7,0.0
3,3,9,7,1.0719343026981886e7
4,3,9,7,0.0
5,3,9,7,0.0
6,3,9,7,0.0
7,3,9,7,0.0
8,3,9,7,38356.94174769177
9,3,9,7,0.0
10,3,9,7,-4.292403395798675e7
1,4,9,7,0.0
2,4,9,7,0.0
3,4,9,7,0.0
4,4,9,7,2.8735943320677415e7
5,4,9,7,0.0
6,4,9,7,0.0
7,4,9,7,0.0
8,4,9,7,0.0
9,4,9,7,0.0
10,4,9,7,0.0
1,5,9,7,-1.2863681784417504e7
2,5,9,7,0.0
3,5,9,7,0.0
4,5,9,7,0.0
5,5,9,7,-2.897866627803706e7
6,5,9,7,5.370967389691059e7
7,5,9,7,0.0
8,5,9,7,0.0
9,5,9,7,0.0
10,5,9,7,0.0
1,6,9,7,149904.22628601274
2,6,9,7,0.0
3,6,9,7,0.0
4,6,9,7,0.0
5,6,9,7,5.370967389691059e7
6,6,9,7,208020.93127608058
7,6,9,7,0.0
8,6,9,7,0.0
9,6,9,7,0.0
10,6,9,7,0.0
1,7,9,7,0.0
2,7,9,7,-5.3238642799776666e7
3,7,9,7,0.0
4,7,9,7,0.0
5,7,9,7,0.0
6,7,9,7,0.0
7,7,9,7,113264.7339641172
8,7,9,7,0.0
9,7,9,7,8.73464653292748e7
10,7,9,7,0.0
1,8,9,7,0.0
2,8,9,7,0.0
3,8,9,7,38356.94174769177
4,8,9,7,0.0
5,8,9,7,0.0
6,8,9,7,0.0
7,8,9,7,0.0
8,8,9,7,-142394.33459822298
9,8,9,7,0.0
10,8,9,7,48872.592940201626
1,9,9,7,0.0
2,9,9,7,4.3145200325702205e7
3,9,9,7,0.0
4,9,9,7,0.0
5,9,9,7,0.0
6,9,9,7,0.0
7,9,9,7,8.73464653292748e7
8,9,9,7,0.0
9,9,9,7,-1.010629765805116e7
10,9,9,7,0.0
1,10,9,7,0.0
2,10,9,7,0.0
3,10,9,7,-4.292403395798675e7
4,10,9,7,0.0
5,10,9,7,0.0
6,10,9,7,0.0
7,10,9,7,0.0
8,10,9,7,48872.592940201626
9,10,9,7,0.0
10,10,9,7,1.0294162822221028e7
1,1,10,7,0.0
2,1,10,7,0.0
3,1,10,7,0.0
4,1,10,7,-1.310292105894679e7
5,1,10,7,0.0
6,1,10,7,0.0
7,1,10,7,0.0
8,1,10,7,0.0
9,1,10,7,0.0
10,1,10,7,0.0
1,2,10,7,0.0
2,2,10,7,0.0
3,2,10,7,1.0958879115455518e7
4,2,10,7,0.0
5,2,10,7,0.0
6,2,10,7,0.0
7,2,10,7,0.0
8,2,10,7,38356.941747644734
9,2,10,7,0.0
10,2,10,7,-4.30211250035426e7
1,3,10,7,0.0
2,3,10,7,1.0958879115455518e7
3,3,10,7,0.0
4,3,10,7,0.0
5,3,10,7,0.0
6,3,10,7,0.0
7,3,10,7,-5.3668830590608016e7
8,3,10,7,0.0
9,3,10,7,-4.292403395798675e7
10,3,10,7,0.0
1,4,10,7,-1.310292105894679e7
2,4,10,7,0.0
3,4,10,7,0.0
4,4,10,7,0.0
5,4,10,7,2.894520392122726e7
6,4,10,7,5.390976883743114e7
7,4,10,7,0.0
8,4,10,7,0.0
9,4,10,7,0.0
10,4,10,7,0.0
1,5,10,7,0.0
2,5,10,7,0.0
3,5,10,7,0.0
4,5,10,7,2.894520392122726e7
5,5,10,7,0.0
6,5,10,7,0.0
7,5,10,7,0.0
8,5,10,7,0.0
9,5,10,7,0.0
10,5,10,7,0.0
1,6,10,7,0.0
2,6,10,7,0.0
3,6,10,7,0.0
4,6,10,7,5.390976883743114e7
5,6,10,7,0.0
6,6,10,7,0.0
7,6,10,7,0.0
8,6,10,7,0.0
9,6,10,7,0.0
10,6,10,7,0.0
1,7,10,7,0.0
2,7,10,7,0.0
3,7,10,7,-5.3668830590608016e7
4,7,10,7,0.0
5,7,10,7,0.0
6,7,10,7,0.0
7,7,10,7,0.0
8,7,10,7,142394.33459859336
9,7,10,7,0.0
10,7,10,7,8.773518313623574e7
1,8,10,7,0.0
2,8,10,7,38356.941747644734
3,8,10,7,0.0
4,8,10,7,0.0
5,8,10,7,0.0
6,8,10,7,0.0
7,8,10,7,142394.33459859336
8,8,10,7,0.0
9,8,10,7,48872.59294020104
10,8,10,7,0.0
1,9,10,7,0.0
2,9,10,7,0.0
3,9,10,7,-4.292403395798675e7
4,9,10,7,0.0
5,9,10,7,0.0
6,9,10,7,0.0
7,9,10,7,0.0
8,9,10,7,48872.59294020104
9,9,10,7,0.0
10,9,10,7,1.0294162822221028e7
1,10,10,7,0.0
2,10,10,7,-4.30211250035426e7
3,10,10,7,0.0
4,10,10,7,0.0
5,10,10,7,0.0
6,10,10,7,0.0
7,10,10,7,8.773518313623574e7
8,10,10,7,0.0
9,10,10,7,1.0294162822221028e7
10,10,10,7,0.0
1,1,1,8,0.0
2,1,1,8,0.0
3,1,1,8,-96046.79662614387
4,1,1,8,0.0
5,1,1,8,0.0
6,1,1,8,0.0
7,1,1,8,0.0
8,1,1,8,9.1229427600235e7
9,1,1,8,0.0
10,1,1,8,-82415.89198734172
1,2,1,8,0.0
2,2,1,8,0.0
3,2,1,8,0.0
4,2,1,8,-8.404739643068528e7
5,2,1,8,0.0
6,2,1,8,0.0
7,2,1,8,0.0
8,2,1,8,0.0
9,2,1,8,0.0
10,2,1,8,0.0
1,3,1,8,-96046.79662614387
2,3,1,8,0.0
3,3,1,8,0.0
4,3,1,8,0.0
5,3,1,8,8.411343408698961e7
6,3,1,8,-72978.28546128234
7,3,1,8,0.0
8,3,1,8,0.0
9,3,1,8,0.0
10,3,1,8,0.0
1,4,1,8,0.0
2,4,1,8,-8.404739643068528e7
3,4,1,8,0.0
4,4,1,8,0.0
5,4,1,8,0.0
6,4,1,8,0.0
7,4,1,8,-116515.9943815227
8,4,1,8,0.0
9,4,1,8,1.3114289318915455e7
10,4,1,8,0.0
1,5,1,8,0.0
2,5,1,8,0.0
3,5,1,8,8.411343408698961e7
4,5,1,8,0.0
5,5,1,8,0.0
6,5,1,8,0.0
7,5,1,8,0.0
8,5,1,8,155516.59544352084
9,5,1,8,0.0
10,5,1,8,-1.2851988420812821e7
1,6,1,8,0.0
2,6,1,8,0.0
3,6,1,8,-72978.28546128234
4,6,1,8,0.0
5,6,1,8,0.0
6,6,1,8,0.0
7,6,1,8,0.0
8,6,1,8,-7.315272525381482e7
9,6,1,8,0.0
10,6,1,8,-152500.09323865763
1,7,1,8,0.0
2,7,1,8,0.0
3,7,1,8,0.0
4,7,1,8,-116515.9943815227
5,7,1,8,0.0
6,7,1,8,0.0
7,7,1,8,0.0
8,7,1,8,0.0
9,7,1,8,0.0
10,7,1,8,0.0
1,8,1,8,9.1229427600235e7
2,8,1,8,0.0
3,8,1,8,0.0
4,8,1,8,0.0
5,8,1,8,155516.59544352084
6,8,1,8,-7.315272525381482e7
7,8,1,8,0.0
8,8,1,8,0.0
9,8,1,8,0.0
10,8,1,8,0.0
1,9,1,8,0.0
2,9,1,8,0.0
3,9,1,8,0.0
4,9,1,8,1.3114289318915455e7
5,9,1,8,0.0
6,9,1,8,0.0
7,9,1,8,0.0
8,9,1,8,0.0
9,9,1,8,0.0
10,9,1,8,0.0
1,10,1,8,-82415.89198734172
2,10,1,8,0.0
3,10,1,8,0.0
4,10,1,8,0.0
5,10,1,8,-1.2851988420812821e7
6,10,1,8,-152500.09323865763
7,10,1,8,0.0
8,10,1,8,0.0
9,10,1,8,0.0
10,10,1,8,0.0
1,1,2,8,0.0
2,1,2,8,0.0
3,1,2,8,0.0
4,1,2,8,-8.404739643068528e7
5,1,2,8,0.0
6,1,2,8,0.0
7,1,2,8,0.0
8,1,2,8,0.0
9,1,2,8,0.0
10,1,2,8,0.0
1,2,2,8,0.0
2,2,2,8,0.0
3,2,2,8,7.134321080340996e7
4,2,2,8,0.0
5,2,2,8,0.0
6,2,2,8,0.0
7,2,2,8,0.0
8,2,2,8,1.3955340747423053e8
9,2,2,8,0.0
10,2,2,8,-1.0719343026981646e7
1,3,2,8,0.0
2,3,2,8,7.134321080340996e7
3,3,2,8,0.0
4,3,2,8,0.0
5,3,2,8,0.0
6,3,2,8,0.0
7,3,2,8,95034.33566521473
8,3,2,8,0.0
9,3,2,8,-1.0958879115455573e7
10,3,2,8,0.0
1,4,2,8,-8.404739643068528e7
2,4,2,8,0.0
3,4,2,8,0.0
4,4,2,8,0.0
5,4,2,8,-7.581021193769996e7
6,4,2,8,6.715329742418481e7
7,4,2,8,0.0
8,4,2,8,0.0
9,4,2,8,0.0
10,4,2,8,0.0
1,5,2,8,0.0
2,5,2,8,0.0
3,5,2,8,0.0
4,5,2,8,-7.581021193769996e7
5,5,2,8,0.0
6,5,2,8,0.0
7,5,2,8,0.0
8,5,2,8,0.0
9,5,2,8,0.0
10,5,2,8,0.0
1,6,2,8,0.0
2,6,2,8,0.0
3,6,2,8,0.0
4,6,2,8,6.715329742418481e7
5,6,2,8,0.0
6,6,2,8,0.0
7,6,2,8,0.0
8,6,2,8,0.0
9,6,2,8,0.0
10,6,2,8,0.0
1,7,2,8,0.0
2,7,2,8,0.0
3,7,2,8,95034.33566521473
4,7,2,8,0.0
5,7,2,8,0.0
6,7,2,8,0.0
7,7,2,8,0.0
8,7,2,8,102641.84187318252
9,7,2,8,0.0
10,7,2,8,38356.94174764559
1,8,2,8,0.0
2,8,2,8,1.3955340747423053e8
3,8,2,8,0.0
4,8,2,8,0.0
5,8,2,8,0.0
6,8,2,8,0.0
7,8,2,8,102641.84187318252
8,8,2,8,0.0
9,8,2,8,-5.366883059060892e7
10,8,2,8,0.0
1,9,2,8,0.0
2,9,2,8,0.0
3,9,2,8,-1.0958879115455573e7
4,9,2,8,0.0
5,9,2,8,0.0
6,9,2,8,0.0
7,9,2,8,0.0
8,9,2,8,-5.366883059060892e7
9,9,2,8,0.0
10,9,2,8,4.292403395798804e7
1,10,2,8,0.0
2,10,2,8,-1.0719343026981646e7
3,10,2,8,0.0
4,10,2,8,0.0
5,10,2,8,0.0
6,10,2,8,0.0
7,10,2,8,38356.94174764559
8,10,2,8,0.0
9,10,2,8,4.292403395798804e7
10,10,2,8,0.0
1,1,3,8,-96046.79662614333
2,1,3,8,0.0
3,1,3,8,0.0
4,1,3,8,0.0
5,1,3,8,8.411343408698961e7
6,1,3,8,-72978.28546128006
7,1,3,8,0.0
8,1,3,8,0.0
9,1,3,8,0.0
10,1,3,8,0.0
1,2,3,8,0.0
2,2,3,8,7.134321080340996e7
3,2,3,8,0.0
4,2,3,8,0.0
5,2,3,8,0.0
6,2,3,8,0.0
7,2,3,8,95034.33566521472
8,2,3,8,0.0
